Data,Label
"Hi.. <br><br>&nbsp;I wanted to do a close loop control system stability analysis.. Unfortunately, arduino gives me a analog output in pwm form..Will it help to modify pwm freq in setup of firmware to highest and filter o/p using simple rc filter, without impacting system characteristics/transfer function<br><br>Regards<br>Rajaneesh<br>",Not Spam
"Hi <br><br>&nbsp; When scilab-arduino executes the code (as an example analogread), does it use the .sci library or .bin macros<br><br>Regards<br>Rajaneesh<br>",Not Spam
"Hi <br><br>Currently with serial communication, we can achieve only till baud rate of 115200 because of serial communication .. Which is really slow for real time application.. Do we have ethernet wrapper?<br><br>Regards<br>Rajaneesh<br>",Not Spam
"<div>Hi,</div><div><br></div><div>I attended your workshop and I have followed all the installation guidelines which was on the scilab-arduino workshop webpage. It worked fine with the system I had that day which was Ubuntu 14.04. But now I am trying to do the same in another system Ubuntu 12.04 with the scilab-5.5.2 as well as default package of scilab in Ubuntu and I am getting the following error. Please help. There were few participants facing similar issue that day.</div><div><br></div><div>--&gt;exec loader.sce</div><div>&nbsp;</div><div>--&gt;// This file is released under the 3-clause BSD license. See COPYING-BSD.</div><div>&nbsp;</div><div>--&gt;// Generated by builder.sce: Please, do not edit this file</div><div>&nbsp;</div><div>&nbsp;</div><div>--&gt;try</div><div>--&gt; getversion(""scilab"");</div><div>--&gt;catch</div><div>--&gt; error(""Scilab 5.0 or more is required."");</div><div>--&gt;end;</div><div>&nbsp;</div><div>&nbsp;</div><div>--&gt;exec(get_absolute_file_path(""loader.sce"")+""etc/""+""arduino.start"");</div><div>Warning : redefining function: startModule &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; . Use funcprot(0) to avoid this message</div><div><br></div><div>Start Arduino</div><div><span class=""Apple-tab-span"" style=""white-space:pre"">\t</span>Load macros</div><div><span class=""Apple-tab-span"" style=""white-space:pre"">\t</span>Load serial dll</div><div>Link failed for dynamic library '/home/trupti/Downloads/linux/src/libserial.so'.</div><div>An error occurred: /home/trupti/Downloads/linux/src/libserial.so: cannot open shared object file: No such file or directory</div><div>ial','status_serial','read_serial'],'c')</div><div>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;!--error 236&nbsp;</div><div>link: The shared archive was not loaded: (null)</div><div>at line &nbsp; &nbsp; &nbsp;40 of exec file called by : &nbsp; &nbsp;</div><div><br></div><div>at line &nbsp; &nbsp; &nbsp;41 of function startModule called by : &nbsp;</div><div>&nbsp; arduinolib = startModule();</div><div>at line &nbsp; &nbsp; 114 of exec file called by : &nbsp; &nbsp;</div><div>exec(get_absolute_file_path(""loader.sce"")+""etc/""+""arduino.start"");</div><div>at line &nbsp; &nbsp; &nbsp;10 of exec file called by : &nbsp; &nbsp;</div><div>exec loader.sce</div>",Not Spam
"<span dir=""ltr""><font face=""Calibri,Arial,Helvetica,sans-serif"" color=""black"" size=""3""><span style=""font-size:12pt;background-color:white;"">vlab@ubuntu:~$ gr_modtool newmod const<br>\r\n\r\n&gt;&gt;&gt; GRAS: The debug asserts are enabled. &lt;&lt;&lt;<br>\r\n\r\nCreating out-of-tree module in ./gr-const... Done.<br>\r\n\r\nUse 'gr_modtool add' to add a new block to this currently empty module.<br>\r\n\r\nvlab@ubuntu:~$ cd gr-const<br>\r\n\r\nvlab@ubuntu:~/gr-const$ gr_modtool add constant_c<br>\r\n\r\n&gt;&gt;&gt; GRAS: The debug asserts are enabled. &lt;&lt;&lt;<br>\r\n\r\nGNU Radio module name identified: const<br>\r\n\r\nEnter code type: sync<br>\r\n\r\nLanguage: C++<br>\r\n\r\nBlock/code identifier: constant_c<br>\r\n\r\nEnter valid argument list, including default arguments: <br>\r\n\r\nAdd Python QA code? [Y/n] n<br>\r\n\r\nAdd C++ QA code? [Y/n] n<br>\r\n\r\nAdding file 'constant_c_impl.h'...<br>\r\n\r\nAdding file 'constant_c_impl.cc'...<br>\r\n\r\nAdding file 'constant_c.h'...<br>\r\n\r\nEditing swig/const_swig.i...<br>\r\n\r\nAdding file 'const_constant_c.xml'...<br>\r\n\r\nEditing grc/CMakeLists.txt...<br>\r\n\r\nvlab@ubuntu:~/gr-const$ cd gr-const<br>\r\n\r\nbash: cd: gr-const: No such file or directory<br>\r\n\r\nvlab@ubuntu:~/gr-const$ mkdir build<br>\r\n\r\nvlab@ubuntu:~/gr-const$ cd build<br>\r\n\r\nvlab@ubuntu:~/gr-const/build$ cmake ../<br>\r\n\r\n-- The CXX compiler identification is GNU<br>\r\n\r\n-- The C compiler identification is GNU<br>\r\n\r\n-- Check for working CXX compiler: /usr/bin/c++<br>\r\n\r\n-- Check for working CXX compiler: /usr/bin/c++ -- works<br>\r\n\r\n-- Detecting CXX compiler ABI info<br>\r\n\r\n-- Detecting CXX compiler ABI info - done<br>\r\n\r\n-- Check for working C compiler: /usr/bin/gcc<br>\r\n\r\n-- Check for working C compiler: /usr/bin/gcc -- works<br>\r\n\r\n-- Detecting C compiler ABI info<br>\r\n\r\n-- Detecting C compiler ABI info - done<br>\r\n\r\n-- Build type not specified: defaulting to release.<br>\r\n\r\n-- Boost version: 1.48.0<br>\r\n\r\n-- Found the following Boost libraries:<br>\r\n\r\n--&nbsp;&nbsp; filesystem<br>\r\n\r\n--&nbsp;&nbsp; system<br>\r\n\r\n-- checking for module 'gruel'<br>\r\n\r\n--&nbsp;&nbsp; found gruel, version 3.6.4.2<br>\r\n\r\n-- Found GRUEL: /usr/local/lib/libgruel.so <br>\r\n\r\n-- checking for module 'gnuradio-core'<br>\r\n\r\n--&nbsp;&nbsp; found gnuradio-core, version 3.6.4.2<br>\r\n\r\n-- Found GNURADIO_CORE: /usr/local/lib/libgnuradio-core.so <br>\r\n\r\n-- checking for module 'cppunit'<br>\r\n\r\n--&nbsp;&nbsp; found cppunit, version 1.12.1<br>\r\n\r\n-- Found CPPUNIT: /usr/lib/libcppunit.so;dl <br>\r\n\r\n-- Found SWIG: /usr/bin/swig2.0 (found version ""2.0.4"")<br>\r\n\r\n-- Found PythonLibs: /usr/lib/libpython2.7.so <br>\r\n\r\n-- Found PythonInterp: /usr/bin/python (found version ""2.7.3"")<br>\r\n\r\n-- Found Doxygen: /usr/bin/doxygen <br>\r\n\r\n-- Configuring done<br>\r\n\r\n-- Generating done<br>\r\n\r\n-- Build files have been written to: /home/vlab/gr-const/build<br>\r\n\r\nvlab@ubuntu:~/gr-const/build$ make<br>\r\n\r\nScanning dependencies of target gnuradio-const<br>\r\n\r\n[&nbsp; 5%] Building CXX object lib/CMakeFiles/gnuradio-const.dir/constant_c_impl.cc.o<br>\r\n\r\nIn file included from /home/vlab/gr-const/lib/constant_c_impl.h:24:0,<br>\r\n\r\n&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; from /home/vlab/gr-const/lib/constant_c_impl.cc:26:<br>\r\n\r\n/home/vlab/gr-const/include/const/constant_c.h:29:13: error: expected identifier before \u2018const\u2019<br>\r\n\r\n/home/vlab/gr-const/include/const/constant_c.h:29:19: error: expected unqualified-id before \u2018{\u2019 token<br>\r\n\r\n/home/vlab/gr-const/lib/constant_c_impl.cc:86:1: error: expected \u2018}\u2019 at end of input<br>\r\n\r\nmake[2]: *** [lib/CMakeFiles/gnuradio-const.dir/constant_c_impl.cc.o] Error 1<br>\r\n\r\nmake[1]: *** [lib/CMakeFiles/gnuradio-const.dir/all] Error 2<br>\r\n\r\nmake: *** [all] Error 2<br>\r\n\r\nvlab@ubuntu:~/gr-const/build$ </span></font></span>",Not Spam
"vlab@ubuntu:~$ cd gr-ONT<br>vlab@ubuntu:~/gr-ONT$ gr_modtool add ontimer<br>&gt;&gt;&gt; GRAS: The debug asserts are enabled. &lt;&lt;&lt;<br>GNU Radio module name identified: ONT<br>Enter code type: general<br>Language: C++<br>Block/code identifier: ontimer<br>Enter valid argument list, including default arguments: <br>",Not Spam
how to activate/switch on camera?because i am unable to video chat on fb&amp;it is saying your camera is not on,Not Spam
"I created a new user account ,connected the lan cable but was not able to connect to the web.<br>",Not Spam
"<span dir=""ltr""><font face=""Calibri,Arial,Helvetica,sans-serif"" size=""3"" color=""black""><span style=""font-size:12pt;background-color:white;"">Please\r\n tell me way to create block in python. I added code for block in \r\npython. Now i want to install this code how to do this? does cmake will \r\nrun for python? (Tell me procedure after editing code)</span></font></span>",Not Spam
How to make this notebook as a wifi hotspot by using terminal or something else???<br>plz ans earliest as possible!!!!<br>,Not Spam
i am unable to log in as my keyboard and touchpad are not working&nbsp;<br>what should I do now,Not Spam
"<font face=""Calibri,Arial,Helvetica,sans-serif"" size=""3"" color=""black""><span style=""font-size:12pt;background-color:white;""><div style=""margin-top:0;margin-bottom:0;"">While creating flow graph I am getting following error.Please help me out.<br>\r\n\r\n</div>\r\n<div style=""margin-top:0;margin-bottom:0;""><br>\r\n\r\n</div>\r\n<div style=""margin-top:0;margin-bottom:0;"">/usr/local/lib/python2.7/dist-packages/gnuradio/grc/gui/BlockTreeWindow.py:94:\r\n Warning: Source ID 655 was not found when attempting to remove it<br>\r\n\r\n&nbsp; self.treestore.clear();</div></span></font>",Not Spam
the charger of my laptop is continuously making a sparking like noise is it normal,Not Spam
"I have installed sandhi on ubuntu14.04 but when &nbsp;tried to open it through terminal it gives an error ""command not found""",Not Spam
"\r\n\r\n\r\n\t\r\n\t\r\n\t\r\n\t<style type=""text/css"">p { margin-bottom: 0.25cm; line-height: 120%; }</style>\r\n\r\n\r\n<p style=""margin-bottom: 0cm; line-height: 100%"">ashu@ashu-coep:~/sandhi$\r\ngit submodule update --remote gr36\r\n</p>\r\n<p style=""margin-bottom: 0cm; line-height: 100%"">error: pathspec\r\n'gr36' did not match any file(s) known to git.\r\n</p>\r\n<p style=""margin-bottom: 0cm; line-height: 100%"">Did you forget to\r\n'git add'?</p><p style=""margin-bottom: 0cm; line-height: 100%""><br></p><p style=""margin-bottom: 0cm; line-height: 100%""><br></p><p style=""margin-bottom: 0cm; line-height: 100%"">while installing sandhi i am facing this problem. please help me out<br></p>\r\n\r\n",Not Spam
"CMake Error: CMake can not determine linker language for target: gnuradio-Counters<br>CMake Error: Cannot determine link language for target ""gnuradio-Counters"".<br>CMake Error: CMake can not determine linker language for target: gnuradio-Counters<br>-- Generating done<br>-- Build files have been written to: /home/ashu/SandhiPro/gr-Counters/build<br>ashu@ashu-coep:~/SandhiPro/gr-Counters/build$ make<br>Scanning dependencies of target gnuradio-Counters<br>make[2]: *** No rule to make target `lib/CMakeFiles/gnuradio-Counters.dir/build'.&nbsp; Stop.<br>make[1]: *** [lib/CMakeFiles/gnuradio-Counters.dir/all] Error 2<br>make: *** [all] Error 2<br>ashu@ashu-coep:~/SandhiPro/gr-Counters/build$",Not Spam
"CMake Error: CMake can not determine linker language for target: gnuradio-Counters<br>CMake Error: Cannot determine link language for target ""gnuradio-Counters"".<br>CMake Error: CMake can not determine linker language for target: gnuradio-Counters<br>-- Generating done<br>-- Build files have been written to: /home/ashu/SandhiPro/gr-Counters/build<br>ashu@ashu-coep:~/SandhiPro/gr-Counters/build$ make<br>Scanning dependencies of target gnuradio-Counters<br>make[2]: *** No rule to make target `lib/CMakeFiles/gnuradio-Counters.dir/build'.&nbsp; Stop.<br>make[1]: *** [lib/CMakeFiles/gnuradio-Counters.dir/all] Error 2<br>make: *** [all] Error 2<br>ashu@ashu-coep:~/SandhiPro/gr-Counters/build$<br><br><br><br><br><u>python code for the reference:</u><br>import numpy<br>from gnuradio import gr<br><br>class Up_counter(gr.sync_block):<br>&nbsp;&nbsp;&nbsp; """"""<br>&nbsp;&nbsp;&nbsp; docstring for block Up_counter<br>&nbsp;&nbsp;&nbsp; """"""<br>&nbsp;&nbsp;&nbsp; def __init__(self):<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; gr.sync_block.__init__(self,<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; name=""Up_counter"",<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; in_sig=[numpy.float32,numpy.float32],<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; out_sig=[numpy.float32,numpy.float32])<br>&nbsp;&nbsp;&nbsp; self.i = 0<br><br>&nbsp;&nbsp;&nbsp; global a<br>&nbsp;&nbsp;&nbsp; a = 0<br>&nbsp;&nbsp;&nbsp; <br><br>&nbsp;&nbsp;&nbsp; def work(self, input_items, output_items):<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; in0 = input_items[0]#PRESET<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; in1 = input_items[1]#CLOCK<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; out0 = output_items[0]#COUNT<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; out0 = output_items[1]#STATUS<br><br>&nbsp;&nbsp;&nbsp;&nbsp; if (self.i &lt; in0[0]):<br><br>&nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; if ((in1[0]) and (not(a))):<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; self.i = self.i + 1<br>&nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp;&nbsp;&nbsp; out0[:] = [self.i] * len(out0)<br>&nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp;&nbsp;&nbsp; a = in1[0]<br>&nbsp;&nbsp;&nbsp; &nbsp;&nbsp; # &lt;+signal processing here+&gt;<br>&nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; else:<br>&nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp;&nbsp;&nbsp; a = in1[0]<br>&nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp;&nbsp;&nbsp; out1[:] = [0] * len(out1)<br>&nbsp;&nbsp;&nbsp; else:<br>&nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; out0[:] = [self.i] * len(out0)<br>&nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; out0[:] = [in0[0]] * len(out0)<br>&nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; out1[:] = [1] * len(out1)<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; return len(output_items[0])<br><br><br>",Not Spam
"i have forgotten my vidyut password.what should i do now? i am unable to use terminal because i need my password to run any programme.currently i have set ""don't ask for login"" so i am able to use netbook but not terminal.",Not Spam
mouse pad + keybord are not working,Not Spam
"in many situations,it is asking for flash player(like adobe f.p.).<span style=""line-height: 21.4285717010498px;"">downloaded&nbsp;</span>adobe flash player &nbsp;is also not working.suggest some other software which can work in its place &nbsp;OR post way to download it",Not Spam
mouse pad not working also external mouse is not working too and LAN is also not working,Not Spam
"I'm having trouble with installing on Windows 7.<br><br>KiCAD, Python, and various Python modules look as though they've been successfully installed, but there's no c:\\esim\\esim.exe, so the desktop link is invalid.<br><br><br>",Not Spam
"I've laid out a simple circuit based around the opamp I've got in stock (tl072). <br><br>When I click ""Convert KiCAD to NGSpice"" it spits out the message:<br><br>&nbsp;&nbsp; Your schematic contain unknown model tl072<br><br>Should KicadtoNgspice already know about tl072; i.e I've got a config error?<br><br>How do I tell it where to find the relevant lib?<br><br>There were a couple of ""Can't update HKCU/HKLM with PATH"" type error messages at installation IIRC. And I'm not running as an admin user, whereas the installation was run with admin privileges, so any HKCU would be screwy anyhow...<br><br>Hmmn. Looking at esim-setup-script.nsi, whilst the InstallDir var is HKCU, the path setting foo is HKLM.<br><br>Thanks for your help,<br>Jonathan<br><br><br><br><br>",Not Spam
"Sir,<div>I downloaded the FreeEDA on UBUNTU-14.04 but the ""measurement"" library of KICAD was not downloaded. Due to this when I made the project, there was no component available for measurement porpose. Also, I had installed FreeEDA on Windows 8 laptop. There the measurement library was present. So, I tried to manually copy the measurement library file from the FreeEDA of my laptop in the ubuntu PC. After that when I again did the project, the error mentioned above was shown. Please tell me what to do.</div><div><br></div><div>Thanking you in anticipation.</div><div>Sameer.</div>",Not Spam
Is there APR33A3 ic in eSim? This is for pcb designig the circuit of apr...,Not Spam
"Sir,<br>We were making a simple DC circuit simulation on eSim. After creating circuit schematic and converting kicad to ngspice, when we clicked on the simulation icon, the above mentioned error was shown. We would be thankful if you suggest some solution to this problem as soon as possible.<br><br>Thanking you in anticipation.<br>Sameer<br>",Not Spam
how to set brightness level so that it remains as it is for a longer time,Not Spam
The installation has been finished but when i click the desktop icon a small screen appears saying that your program will start shortly.&nbsp; Subsequently two black screens are showing some thing written about some converter and getting closed automatically..Spent more than two hours on it..Pl. help me.<br>,Not Spam
"Sir,<br>I was doing a project of verifying Kirchoff's voltage law, but couldn't find any tool to measure the branch current. Please suggest some solution to this problem.<br><br>Thanking you in anticipation.<br>Sameer.<br>",Not Spam
"Sir,<div>In my previous query regarding measurement of current in eSim, I forgot to add one more part, i.e., how to measure the resistance in eSim?</div><div><br></div><div>Please reply as soon as possible.</div><div><br></div><div>Thank you</div><div>Sameer</div>",Not Spam
Hi<div><br></div><div>I have two generic questions on DWSIM&nbsp;</div><div><br></div><div>(1) Is DWSIM a steady state or transient simulation solver ?&nbsp;</div><div>(2) Can one obtain stream wise material and energy balance report for the entire process flow sheet simulated in DWSIM&nbsp;</div><div><br></div><div>Thanks</div><div>Naren</div>,Not Spam
"Sir,<br>We were trying to measure resistance in eSim but couldn't find any medium to do so. Please suggest some solution to this problem.<br><br>Thank you<br>Sameer<br>",Not Spam
"Sir,<br>While measuring current in all the experiments we performed, the current direction was coming opposite to expected direction, and hence, the current was coming negative.Please suggest some solution to this problem.<br><br>Thank you.<br><br>-Sameer<br>",Not Spam
"I have created a circuit which contains a dc voltage source, a resistor and a diode all connected in series. The negative terminal of the source as well as the n terminal of the diode are grounded. I want to plot the voltage across the diode Vs the current through it. How can I do that?<br>",Not Spam
"I am using windows 10. When I am opening esim, and trying to create new project it is showing that it should not contain spaces. I am not using any spaces but the same message is coming again and again....",Not Spam
Sir I have tried to install ESIM in Windows10 but its not supported Please help me <br>,Not Spam
i am trying to place sine wave in the curcuit but anable to open esim source or esim devices please help me&nbsp;,Not Spam
sir&nbsp;<div>osdag is not visible in tutorial list / software list both</div><div>wihch catogry or type is osdag</div>,Not Spam
How to organize remote workshop for esim in our college? how to resister for the same?,Not Spam
"Hi,<br>I have to add a LM741 subcircuit file for my esim LM741 circuit simulation. But i am unable to access the file. why? anybody please help<br>",Not Spam
"I couldn't get to know how to assign the input and output pins. I tried assigning the ports with the lable as In and Out, later i couldn't use it to plot the results.<div><br></div><div>Please do help me with this.</div><div><br></div><div><br></div><div>Thanking you,</div>",Not Spam
"&nbsp;After installing I am getting message ""could not write updated PATH to HKML"". Please solve this issue.",Not Spam
"I have drawn the shematic and generated the .net file for PCB designing. Upon opening the footprint editor after that, the left pane is populated, but the right pane is empty. Why could it be so? What could be the solution?<br><br>",Not Spam
"<br>I have installed scilab version 5.5.2, however I am not able to run commands like ""dwt"" and ""wavedec"" at the console and help for these command is also not showing any detail of these commands. Please suggest what should I do to enable&nbsp; these commands in scilab to find discrete wavelet transform of a 1D function. Also whether there is any command equivalent to CWT of matlab in scilab?<br><br>Please inform.<br><br>thanks<br><br>regards<br><br>Aseem Singh Rawat<br><br>",Not Spam
"Hello sir,<div>I enrolled in textbook companion internship programme on 19th dec and sent the sample codes on the same day but i still have not got any mail from your side regarding approval/rejection of my proposal. Kindly tell me when will i get it .</div><div>Thank You.</div><div>MANIK</div>",Not Spam
